"1853","19990424","5","26","15","20","13","16","42","11","$432,960.07","$9,211.55","$885.00","$29.70","$19.70"
"1855","19990501","18","1","37","38","31","10","16","17","$369,424.31","$12,987.05","$1,234.45","$40.20","$25.20"
"1857","19990508","26","11","2","24","23","8","4","41","$527,790.86","$8,336.75","$770.05","$28.05","$20.10"
"1859","19990515","31","35","5","42","43","2","6","13","$515,650.86","$17,369.45","$1,435.45","$43.25","$24.60"
"1861","19990522","22","35","42","25","39","23","20","31","$318,642.08","$10,356.35","$1,194.40","$40.50","$24.90"
"1863","19990529","37","15","21","13","41","18","11","20","$874,332.44","$12,654.55","$1,065.50","$35.30","$21.35"
"1865","19990605","37","23","5","33","30","9","44","25","$1,000,000.00","$9,396.80","$1,018.45","$34.40","$22.40"
"1867","19990612","37","26","22","1","29","14","9","32","$437,602.80","$10,813.90","$1,195.45","$37.20","$24.45"
"1869","19990619","12","4","33","23","41","10","28","35","$369,006.06","$13,202.65","$1,159.15","$38.15","$22.75"
"1871","19990626","16","38","34","28","10","8","31","43","$288,491.00","$8,185.75","$806.25","$31.40","$23.15"
"1873","19990703","35","41","16","19","20","27","10","26","$320,959.70","$9,942.90","$1,270.40","$37.70","$23.10"
"1875","19990710","23","3","17","19","37","29","7","11","$233,649.53","$4,049.05","$742.95","$26.65","$14.25"
"1877","19990717","8","37","43","4","9","5","10","6","$507,968.19","$15,464.05","$1,224.05","$35.90","$21.75"
"1879","19990724","34","12","29","42","2","1","17","31","$0.00","$15,812.50","$1,425.00","$41.30","$25.40"
"1881","19990731","26","10","11","36","24","25","39","42","$903,537.94","$10,531.00","$957.40","$33.25","$24.20"
"1883","19990807","39","45","29","16","21","22","19","1","$2,565,733.00","$14,244.00","$1,486.10","$41.05","$23.40"
"1885","19990814","34","42","25","38","26","11","18","28","$519,786.79","$11,265.80","$1,304.50","$37.10","$21.15"
"1887","19990821","1","32","9","14","35","42","22","6","$1,250,000.00","$14,560.65","$1,268.45","$40.10","$25.20"
"1889","19990828","45","13","4","22","16","26","17","6","$521,300.17","$7,849.95","$955.80","$32.00","$21.15"
"1891","19990904","37","39","17","20","14","8","6","4","$668,173.20","$12,915.20","$1,186.20","$38.55","$23.35"
"1893","19990911","4","26","29","33","34","11","14","17","$641,233.60","$8,302.20","$1,071.35","$33.70","$20.45"
"1895","19990918","18","10","1","36","11","7","43","45","$508,574.13","$9,163.90","$890.00","$28.15","$21.80"
"1897","19990925","35","27","19","5","24","9","8","45","$495,428.89","$7,380.25","$718.45","$27.00","$19.15"
"1899","19991002","19","29","5","39","20","22","28","17","$311,594.65","$10,136.65","$950.10","$31.30","$20.35"
"1901","19991009","40","9","36","18","39","19","43","2","$411,627.74","$11,917.30","$798.45","$32.85","$23.35"
"1903","19991016","10","26","19","38","34","23","4","6","$425,061.60","$6,583.25","$913.80","$31.25","$19.85"
"1905","19991023","16","21","15","11","33","24","17","18","$1,200,000.00","$10,293.40","$1,016.05","$33.25","$21.05"
"1907","19991030","28","42","34","8","27","37","31","15","$1,289,366.86","$12,448.20","$1,244.70","$36.90","$22.50"
"1909","19991106","35","13","23","30","6","5","40","19","$422,084.39","$7,038.35","$930.45","$30.05","$18.10"
"1911","19991113","41","12","11","40","15","31","3","18","$1,253,429.93","$10,165.90","$1,292.60","$40.55","$22.45"
"1913","19991120","29","25","36","40","39","16","32","18","$1,234,957.77","$17,552.30","$1,328.95","$40.05","$23.65"
"1915","19991127","29","45","24","39","32","9","7","19","$352,237.18","$6,507.05","$1,315.50","$38.00","$19.85"
"1917","19991204","30","42","19","18","45","31","16","20","$305,194.88","$13,883.05","$1,296.20","$40.90","$25.25"
"1919","19991211","39","26","22","9","43","21","28","36","$614,150.36","$10,127.85","$1,139.35","$37.80","$22.55"
"1921","19991218","38","43","42","24","20","40","29","22","$1,225,828.15","$13,929.20","$1,280.45","$41.15","$26.45"
"1923","19991225","12","28","16","39","35","24","26","2","$436,476.86","$8,274.25","$993.10","$35.65","$22.90"
"1925","19991231","5","26","39","33","45","11","12","3","$840,000.00","$10,315.75","$1,003.35","$34.50","$22.25"
"1927","20000108","39","22","17","6","5","40","34","20","$416,063.56","$10,625.80","$1,196.70","$38.80","$25.50"
"1929","20000115","15","6","33","32","12","30","20","5","$408,708.94","$10,630.60","$1,218.05","$40.30","$23.45"
"1931","20000122","7","26","5","42","25","21","30","8","$311,090.75","$12,735.25","$1,035.60","$32.00","$21.20"
"1933","20000129","29","22","13","45","7","19","18","41","$493,351.63","$6,495.10","$521.00","$22.05","$19.15"
"1935","20000205","24","18","39","3","14","22","41","13","$2,496,961.79","$12,043.05","$1,153.60","$36.50","$23.75"
"1937","20000212","25","28","22","10","33","9","2","29","$1,500,000.00","$9,548.80","$1,045.25","$34.00","$21.45"
"1939","20000219","18","33","43","19","23","5","36","22","$356,479.32","$8,513.55","$1,003.15","$31.90","$21.80"
"1941","20000226","7","17","2","23","35","13","25","12","$138,245.76","$5,780.10","$550.15","$22.75","$16.95"
"1943","20000304","33","12","25","31","3","15","30","44","$831,328.55","$13,285.80","$953.35","$32.50","$23.45"
"1945","20000311","19","11","37","1","39","12","21","18","$608,647.34","$16,380.70","$1,163.65","$35.85","$21.20"
"1947","20000318","22","34","33","21","37","39","8","23","$350,228.19","$15,300.05","$1,210.60","$39.90","$26.05"
"1949","20000325","26","24","2","41","20","25","12","31","$612,801.26","$12,070.05","$1,296.45","$39.70","$23.75"
"1951","20000401","39","23","17","31","11","13","18","34","$170,262.28","$10,041.80","$636.15","$26.00","$20.15"
"1953","20000408","43","36","39","13","18","37","24","23","$1,875,000.00","$8,888.85","$1,144.15","$34.45","$21.20"
"1955","20000415","40","34","15","1","25","18","44","36","$430,294.35","$10,999.45","$1,157.75","$37.95","$26.25"
"1957","20000422","41","16","37","30","33","40","10","6","$849,042.17","$11,854.15","$1,271.50","$42.55","$26.75"
"1959","20000429","31","45","29","30","20","24","14","8","$1,256,195.68","$15,322.15","$1,356.50","$41.10","$23.70"
"1961","20000506","19","41","33","40","16","7","10","36","$625,674.82","$12,295.85","$1,117.40","$34.75","$23.40"
"1963","20000513","7","45","2","35","3","22","14","39","$520,660.20","$12,789.75","$1,084.45","$33.95","$22.85"
"1965","20000520","42","22","8","2","24","36","30","1","$276,592.18","$11,802.85","$991.25","$35.45","$24.65"
"1967","20000527","33","44","42","6","43","14","32","10","$622,197.22","$19,294.75","$1,666.80","$46.15","$28.65"
"1969","20000603","16","42","28","34","43","25","6","40","$1,239,128.70","$9,606.80","$1,208.50","$39.15","$27.10"
"1971","20000610","43","12","4","6","22","29","13","9","$371,678.42","$10,893.80","$926.10","$32.85","$19.90"
"1973","20000617","6","32","12","21","11","13","26","8","$2,285,714.29","$9,914.45","$969.50","$32.35","$20.10"
"1975","20000624","8","24","41","39","25","40","7","45","$644,048.67","$11,168.20","$655.65","$37.30","$22.35"
"1977","20000701","8","4","10","39","22","5","23","29","$840,351.18","$12,395.15","$1,051.00","$32.55","$20.50"
"1979","20000708","25","13","6","10","8","38","23","11","$498,546.76","$8,731.00","$930.30","$31.50","$18.85"
"1981","20000715","39","34","42","32","24","16","35","14","$492,310.91","$18,513.90","$1,217.35","$39.05","$26.65"
"1983","20000722","36","15","8","16","7","25","6","34","$412,878.24","$10,370.50","$831.50","$29.95","$22.10"
"1985","20000729","5","22","19","1","29","3","43","23","$311,633.34","$7,075.15","$660.60","$25.95","$19.75"
"1987","20000805","11","21","43","13","6","24","22","40","$316,789.36","$12,243.40","$940.45","$30.95","$21.95"
"1989","20000812","16","36","22","1","10","27","34","20","$2,400,000.00","$9,744.00","$1,009.35","$33.30","$22.80"
"1991","20000819","23","1","44","7","19","16","10","14","$319,352.85","$10,212.90","$939.20","$31.25","$19.95"
"1993","20000826","23","39","33","35","22","11","29","13","$362,269.62","$9,518.05","$1,043.45","$32.20","$18.05"
"1995","20000902","28","6","25","38","10","35","32","45","$649,807.87","$14,441.25","$1,060.80","$34.95","$24.05"
"1997","20000909","32","45","12","43","29","24","36","19","$2,534,054.25","$11,157.15","$1,338.15","$40.15","$22.75"
"1999","20000916","32","31","37","20","8","1","22","44","$407,079.89","$23,132.35","$1,381.05","$41.60","$26.60"
"2001","20000923","24","36","40","22","28","3","23","17","$241,715.33","$10,122.30","$1,159.00","$37.10","$22.80"
"2003","20000930","24","3","7","1","11","6","10","31","$202,507.04","$4,082.65","$551.65","$22.80","$17.50"
"2005","20001007","8","7","3","34","25","23","9","41","$810,878.34","$5,273.85","$706.15","$25.65","$18.70"
"2007","20001014","23","43","44","27","11","38","21","12","$261,508.89","$8,356.00","$821.50","$31.35","$21.10"
"2009","20001021","1","38","12","26","44","22","36","23","$650,000.00","$8,792.55","$949.65","$35.30","$23.00"
"2011","20001028","16","42","21","10","39","31","26","36","$318,812.28","$7,496.50","$1,117.65","$38.70","$22.95"
"2013","20001104","22","26","9","1","17","30","36","37","$833,717.98","$7,428.25","$797.25","$30.80","$23.35"
"2015","20001111","28","8","35","39","26","21","29","22","$2,522,999.09","$16,112.40","$1,079.45","$33.85","$21.95"
"2017","20001118","9","40","19","42","2","38","36","7","$1,238,227.69","$13,740.55","$1,301.20","$39.45","$21.95"
"2019","20001125","38","33","15","4","30","19","27","16","$410,967.57","$9,265.00","$951.85","$35.15","$22.35"
"2021","20001202","25","15","20","13","2","40","30","24","$487,145.49","$7,009.80","$855.30","$30.45","$17.95"
"2023","20001209","28","11","22","26","37","10","19","25","$814,551.77","$9,072.55","$848.15","$28.60","$16.65"
"2025","20001216","43","18","38","5","42","4","14","23","$2,539,821.60","$14,437.40","$1,445.20","$41.70","$23.50"
"2027","20001223","19","21","27","8","45","10","35","2","$606,233.88","$9,459.40","$896.65","$29.80","$19.50"
"2029","20001230","27","7","43","34","26","18","17","28","$1,294,117.65","$10,511.80","$979.90","$32.70","$21.00"
"2031","20010106","44","31","20","10","38","6","30","2","$672,831.96","$7,812.50","$1,006.65","$36.10","$22.55"
"2033","20010113","39","20","6","24","42","35","1","25","$329,077.12","$10,700.25","$1,122.95","$39.45","$26.50"
"2035","20010120","9","15","4","27","43","7","34","32","$237,009.41","$8,241.05","$849.10","$28.75","$21.95"
"2037","20010127","44","39","10","24","37","26","23","3","$352,861.91","$10,538.50","$1,148.45","$38.95","$24.10"
"2039","20010203","5","20","30","22","40","14","26","39","$293,116.44","$10,871.75","$949.40","$29.90","$22.10"
"2041","20010210","11","12","5","29","41","44","42","14","$293,644.18","$13,779.70","$1,080.05","$34.95","$24.60"
"2043","20010217","5","26","24","45","37","25","11","17","$549,275.46","$10,337.30","$1,254.55","$37.45","$21.40"
"2045","20010224","13","33","10","6","2","12","4","23","$875,000.00","$7,717.45","$1,018.70","$31.90","$19.55"
"2047","20010303","13","40","12","31","8","37","20","5","$306,943.55","$9,673.15","$1,179.50","$36.40","$21.20"
"2049","20010310","17","36","4","5","18","29","41","1","$535,044.49","$10,055.80","$937.45","$33.00","$23.85"
"2051","20010317","1","17","24","32","34","41","11","7","$2,704,287.30","$9,730.30","$1,276.05","$41.55","$23.90"
"2053","20010324","26","23","45","16","33","30","14","39","$264,994.40","$12,776.05","$1,129.00","$38.05","$25.10"
"2055","20010331","16","32","37","3","38","7","1","2","$533,129.22","$11,742.00","$1,265.50","$39.20","$26.05"
"2057","20010407","10","33","20","27","32","21","18","11","$1,314,489.41","$10,659.05","$839.75","$35.80","$21.35"
"2059","20010414","6","19","23","17","20","7","14","41","$900,333.18","$8,747.60","$833.20","$28.15","$21.40"
"2061","20010421","5","4","45","31","37","28","36","26","$300,310.75","$15,353.10","$1,340.30","$38.95","$24.45"
"2063","20010428","4","12","5","24","36","7","33","15","$233,188.21","$9,064.85","$821.70","$29.20","$21.25"
"2065","20010505","29","32","9","33","31","24","44","45","$1,333,333.34","$10,183.70","$1,158.70","$36.85","$24.85"
"2067","20010512","14","38","17","24","19","20","16","31","$582,863.71","$11,296.35","$1,207.20","$36.60","$23.05"
"2069","20010519","5","22","27","30","1","12","3","32","$200,200.20","$5,599.75","$564.25","$28.25","$20.35"
"2071","20010526","33","25","45","7","5","26","15","6","$917,100.46","$9,519.00","$1,077.40","$31.85","$19.95"
"2073","20010602","3","23","30","19","12","24","37","40","$548,736.80","$7,977.85","$833.95","$27.35","$21.40"
"2075","20010609","5","36","38","20","22","3","13","19","$253,773.70","$7,850.65","$1,028.95","$35.10","$19.50"
"2077","20010616","15","42","36","28","17","34","5","19","$552,169.79","$9,808.25","$1,162.80","$38.15","$22.85"
"2079","20010623","1","45","14","22","8","20","4","32","$728,774.65","$10,217.05","$1,044.95","$32.60","$22.50"
"2081","20010630","9","2","43","25","3","5","30","37","$1,000,000.00","$10,290.00","$1,008.90","$32.40","$22.55"
"2083","20010707","23","41","4","2","18","1","39","16","$966,043.09","$13,726.35","$1,315.25","$39.45","$25.00"
"2085","20010714","25","30","15","33","17","21","2","20","$320,029.10","$11,704.85","$988.25","$34.25","$19.95"
"2087","20010721","6","34","19","38","31","36","16","23","$570,347.26","$11,045.00","$1,070.75","$34.95","$22.75"
"2089","20010728","28","7","23","34","41","14","1","39","$314,668.32","$10,193.90","$766.75","$31.70","$22.95"
"2091","20010804","20","4","12","14","3","29","42","15","$401,017.17","$8,978.20","$731.20","$28.60","$22.80"
"2093","20010811","44","20","34","31","12","33","29","16","$551,328.86","$11,375.55","$1,177.00","$38.45","$24.50"
"2095","20010818","9","2","35","14","37","12","39","42","$1,454,055.49","$14,047.70","$1,216.20","$39.00","$26.45"
"2097","20010825","42","24","39","26","27","18","33","41","$1,076,923.08","$9,029.05","$1,064.60","$35.95","$23.85"
"2099","20010901","18","12","29","2","40","23","44","8","$341,502.75","$8,552.90","$913.60","$32.20","$21.20"
"2101","20010908","27","31","41","3","44","20","4","39","$589,319.64","$13,694.90","$1,074.80","$36.90","$24.40"
"2103","20010915","22","15","25","41","35","34","42","28","$944,775.39","$12,495.70","$1,157.30","$38.50","$24.55"
"2105","20010922","26","13","22","34","8","9","11","39","$214,998.59","$9,298.90","$877.60","$30.90","$19.55"
"2107","20010929","17","14","37","32","30","40","15","19","$468,010.11","$13,817.90","$1,413.20","$40.70","$25.00"
"2109","20011006","42","22","16","8","18","4","9","35","$557,287.03","$9,132.50","$876.55","$31.90","$21.80"
"2111","20011013","37","15","20","16","5","11","32","10","$724,690.70","$9,258.90","$937.05","$32.10","$19.40"
"2113","20011020","7","25","13","1","36","41","27","10","$937,500.00","$8,626.65","$860.15","$31.25","$20.35"
"2115","20011027","45","37","22","10","14","21","26","4","$485,906.16","$8,981.00","$1,119.80","$36.55","$21.65"
"2117","20011103","15","7","27","45","4","43","3","21","$281,183.09","$10,420.20","$836.40","$33.10","$19.15"
"2119","20011110","35","42","9","8","3","18","40","44","$571,368.05","$10,146.90","$871.75","$32.25","$24.70"
"2121","20011117","44","16","18","28","14","4","33","7","$314,766.83","$8,057.60","$772.25","$30.95","$20.75"
